loan_amnt,title,dti,emp_length,approved
10000,Credit card refinancing,1.97,< 1 year,Yes
20000,Credit card refinancing,25.11,9+ years,Yes
40000,Debt consolidation,27.88,9+ years,Yes
8000,Debt consolidation,14.75,4 years,Yes
25000,Other,19.18,9+ years,Yes
10000,Debt consolidation,21.29,5 years,Yes
24000,Debt consolidation,10.8,< 1 year,Yes
4500,Other,31.68,9+ years,Yes
13000,Debt consolidation,17.94,5 years,Yes
10000,Credit card refinancing,10.03,2 years,Yes
3200,Debt consolidation,14.81,2 years,Yes
10000,Credit card refinancing,12.04,6 years,Yes
12000,Credit card refinancing,27.42,9+ years,Yes
6400,Credit card refinancing,12.68,< 1 year,Yes
9000,Debt consolidation,24.53,3 years,Yes
23000,Credit card refinancing,20.91,3 years,Yes
25000,Debt consolidation,13.82,3 years,Yes
16000,Credit card refinancing,39.11,9+ years,Yes
30800,Credit card refinancing,25.65,9+ years,Yes
10000,Home improvement,23.73,6 years,Yes
15000,Debt consolidation,17.36,2 years,Yes
12000,Debt consolidation,15.6,< 1 year,Yes
21000,Debt consolidation,14.01,9+ years,Yes
26000,Credit card refinancing,20.98,8 years,Yes
10000,Debt consolidation,15.62,9+ years,Yes
30475,Debt consolidation,11.74,< 1 year,Yes
15000,Credit card refinancing,25.62,9+ years,Yes
12000,Debt consolidation,10.15,9+ years,Yes
4200,Debt consolidation,17.55,2 years,Yes
8000,Debt consolidation,17.59,9+ years,Yes
28300,Debt consolidation,20.51,5 years,Yes
7000,Credit card refinancing,4.4,1 year,Yes
36000,Credit card refinancing,12.93,9+ years,Yes
4000,Car financing,8.78,4 years,Yes
10000,Debt consolidation,12.26,9+ years,Yes
5500,Debt consolidation,24.04,9+ years,Yes
6400,Credit card refinancing,23.36,2 years,Yes
18000,Debt consolidation,21.96,1 year,Yes
15000,Debt consolidation,19.64,9+ years,Yes
14000,Credit card refinancing,16.6,2 years,Yes
6850,Credit card refinancing,36.01,9+ years,Yes
10000,Debt consolidation,24.86,9+ years,Yes
9575,Debt consolidation,29.78,9+ years,Yes
25000,Debt consolidation,11.7,3 years,Yes
10000,Credit card refinancing,25.86,2 years,Yes
16000,Credit card refinancing,19.87,9+ years,Yes
16000,Debt consolidation,14.98,9+ years,Yes
12000,Home improvement,36.61,9+ years,Yes
27000,Credit card refinancing,28.43,< 1 year,Yes
10000,Debt consolidation,38.47,9+ years,Yes
15000,Car financing,11.22,9+ years,Yes
6000,Debt consolidation,22.97,6 years,Yes
28000,Debt consolidation,15.24,9+ years,Yes
12000,Debt consolidation,24.03,9+ years,Yes
20000,Home improvement,7.68,9+ years,Yes
8000,Debt consolidation,24.03,6 years,Yes
36500,Debt consolidation,26.84,9+ years,Yes
25000,Debt consolidation,9.75,9+ years,Yes
14500,Debt consolidation,39.63,9+ years,Yes
15000,Credit card refinancing,32.03,4 years,Yes
33000,Debt consolidation,26.01,9+ years,Yes
16500,Credit card refinancing,22.6,9+ years,Yes
25000,Debt consolidation,13.04,2 years,Yes
11000,Credit card refinancing,4.84,2 years,Yes
20000,Business,16.61,< 1 year,Yes
16000,Credit card refinancing,19.07,1 year,Yes
29750,Debt consolidation,16.49,5 years,Yes
32000,Debt consolidation,21.35,6 years,Yes
29675,Credit card refinancing,21.7,9+ years,Yes
24000,Other,19.5,2 years,Yes
5000,Credit card refinancing,19.26,9+ years,Yes
20000,Debt consolidation,8.15,9+ years,Yes
16500,Debt consolidation,7.98,< 1 year,Yes
10000,Debt consolidation,6.77,2 years,Yes
13000,Credit card refinancing,29.34,6 years,Yes
5000,Debt consolidation,1.7,< 1 year,Yes
35000,Debt consolidation,15.33,9+ years,Yes
3500,Debt consolidation,17.04,< 1 year,Yes
40000,Credit card refinancing,8.6,9+ years,Yes
31300,Debt consolidation,20.77,9+ years,Yes
1500,Debt consolidation,13.49,5 years,Yes
3000,Car financing,32.21,9+ years,Yes
2000,Debt consolidation,21.29,4 years,Yes
3500,Debt consolidation,21.05,9+ years,Yes
6000,Credit card refinancing,15.62,9+ years,Yes
17000,Credit card refinancing,14.36,9+ years,Yes
8000,Credit card refinancing,29.86,1 year,Yes
10000,Credit card refinancing,28.04,9+ years,Yes
14000,Debt consolidation,20.32,1 year,Yes
30000,Debt consolidation,31.64,9+ years,Yes
20000,Credit card refinancing,11.21,< 1 year,Yes
3500,Debt consolidation,12.78,2 years,Yes
10000,Debt consolidation,16.14,9+ years,Yes
35000,Debt consolidation,29.05,9+ years,Yes
20000,Debt consolidation,15.23,< 1 year,Yes
2000,Home improvement,18.82,9+ years,Yes
15000,Debt consolidation,11.96,< 1 year,Yes
10000,Credit card refinancing,2.28,3 years,Yes
10000,Debt consolidation,21.24,9+ years,Yes
10000,Debt consolidation,16.74,9+ years,Yes
20000,Debt consolidation,20.39,2 years,Yes
8000,Credit card refinancing,17.68,8 years,Yes
9000,Credit card refinancing,34.87,2 years,Yes
6000,Debt consolidation,4.86,2 years,Yes
9000,Credit card refinancing,23.17,2 years,Yes
10000,Credit card refinancing,0.15,7 years,Yes
15000,Debt consolidation,10.32,9+ years,Yes
10000,Debt consolidation,17.07,4 years,Yes
36350,Debt consolidation,21.53,4 years,Yes
6000,Home improvement,13.04,9+ years,Yes
14000,Debt consolidation,20.63,2 years,Yes
21200,Credit card refinancing,11.35,6 years,Yes
5000,Credit card refinancing,16.87,9+ years,Yes
12000,Credit card refinancing,12.38,9+ years,Yes
35000,Credit card refinancing,11.39,9+ years,Yes
40000,Credit card refinancing,21.85,4 years,Yes
10200,Debt consolidation,12.6,9+ years,Yes
24000,Debt consolidation,7.36,9+ years,Yes
17000,Credit card refinancing,17.76,9+ years,Yes
20000,Debt consolidation,19.38,1 year,Yes
40000,Credit card refinancing,17.16,1 year,Yes
32000,Debt consolidation,12.32,6 years,Yes
20000,Credit card refinancing,17.5,< 1 year,Yes
11000,Debt consolidation,23.17,1 year,Yes
10000,Credit card refinancing,17.48,< 1 year,Yes
10000,Debt consolidation,35.82,9+ years,Yes
13000,Debt consolidation,15.89,9+ years,Yes
3200,Vacation,11.14,< 1 year,Yes
1000,Debt consolidation,11.24,6 years,Yes
40000,Debt consolidation,18.65,1 year,Yes
17700,Debt consolidation,26.6,9+ years,Yes
5000,Debt consolidation,4.78,2 years,Yes
10000,Home improvement,17.04,9+ years,Yes
6000,Debt consolidation,24.27,9+ years,Yes
40000,Debt consolidation,6.49,9+ years,Yes
10000,Debt consolidation,23.5,2 years,Yes
10000,Debt consolidation,23.18,3 years,Yes
25000,Credit card refinancing,23.39,4 years,Yes
30000,Credit card refinancing,27.48,9+ years,Yes
35000,Home buying,10.16,2 years,Yes
30000,Major purchase,4.01,< 1 year,Yes
20000,Debt consolidation,19.06,9+ years,Yes
20000,Medical expenses,23.98,9+ years,Yes
12000,Debt consolidation,16.81,6 years,Yes
6000,Debt consolidation,4.04,2 years,Yes
17000,Credit card refinancing,24.56,9+ years,Yes
6500,Debt consolidation,19.91,9+ years,Yes
10000,Debt consolidation,7.87,9+ years,Yes
7750,Debt consolidation,9.06,3 years,Yes
10000,Debt consolidation,29.33,9+ years,Yes
40000,Debt consolidation,9.6,3 years,Yes
5000,Debt consolidation,14.95,3 years,Yes
5000,Debt consolidation,21.08,1 year,Yes
12000,Credit card refinancing,25.07,< 1 year,Yes
10500,Debt consolidation,26.58,4 years,Yes
12000,Credit card refinancing,19.36,< 1 year,Yes
16000,Debt consolidation,24,9+ years,Yes
10000,Debt consolidation,20.55,9+ years,Yes
29000,Credit card refinancing,22.33,< 1 year,Yes
40000,Debt consolidation,11.68,9+ years,Yes
16000,Other,26.12,5 years,Yes
13000,Debt consolidation,7.02,1 year,Yes
9600,Home improvement,29.89,9+ years,Yes
15000,Debt consolidation,15.9,2 years,Yes
10000,Debt consolidation,25.98,2 years,Yes
15000,Debt consolidation,9.32,< 1 year,Yes
8000,Debt consolidation,35.75,5 years,Yes
18500,Other,17,1 year,Yes
30000,Debt consolidation,11.62,3 years,Yes
25000,Debt consolidation,23.82,9+ years,Yes
10000,Debt consolidation,8.84,5 years,Yes
24000,Credit card refinancing,13.94,2 years,Yes
24000,Debt consolidation,15.5,9+ years,Yes
9600,Debt consolidation,32.46,9+ years,Yes
20000,Debt consolidation,9.62,2 years,Yes
5500,Credit card refinancing,6.57,< 1 year,Yes
25000,Debt consolidation,34.03,3 years,Yes
36000,Debt consolidation,12.1,< 1 year,Yes
30950,Home improvement,15.31,4 years,Yes
10000,Debt consolidation,11.82,1 year,Yes
15000,Debt consolidation,31.01,7 years,Yes
35000,Credit card refinancing,23.5,9+ years,Yes
10000,Debt consolidation,19.66,< 1 year,Yes
9000,Debt consolidation,17.05,2 years,Yes
15000,Debt consolidation,34.38,5 years,Yes
5000,Home improvement,16.02,3 years,Yes
27000,Debt consolidation,15.33,9+ years,Yes
7000,Moving and relocation,15.42,4 years,Yes
30000,Debt consolidation,22.96,2 years,Yes
14400,Debt consolidation,16.82,< 1 year,Yes
10000,Debt consolidation,17.09,< 1 year,Yes
8700,Credit card refinancing,6.76,< 1 year,Yes
8500,Debt consolidation,4.06,9+ years,Yes
10000,Home improvement,11.21,9+ years,Yes
2000,Debt consolidation,7.28,< 1 year,Yes
8000,Other,21.74,1 year,Yes
4000,Debt consolidation,13.89,9+ years,Yes
15000,Debt consolidation,11.14,5 years,Yes
20000,Debt consolidation,10.43,1 year,Yes
16000,Credit card refinancing,19.77,3 years,Yes
4800,Credit card refinancing,9.68,2 years,Yes
22325,Debt consolidation,38.65,5 years,Yes
17000,Debt consolidation,11.64,3 years,Yes
5000,Debt consolidation,1.93,9+ years,Yes
10000,Debt consolidation,28.29,7 years,Yes
15100,Business,32.88,< 1 year,Yes
30000,Debt consolidation,5.7,9+ years,Yes
2000,Other,12.2,2 years,Yes
17000,Debt consolidation,19.22,< 1 year,Yes
3000,Car financing,17.58,8 years,Yes
7000,Car financing,24.27,9+ years,Yes
3000,Home improvement,17.25,9+ years,Yes
30000,Debt consolidation,27.83,7 years,Yes
10000,Credit card refinancing,7.83,6 years,Yes
25000,Other,25.17,9+ years,Yes
36000,Debt consolidation,21.1,1 year,Yes
11000,Other,8.59,9+ years,Yes
15000,Debt consolidation,14.08,9+ years,Yes
30000,Debt consolidation,15.86,9+ years,Yes
9000,Debt consolidation,32.65,9+ years,Yes
1700,Business,16.92,9+ years,Yes
5000,Credit card refinancing,14.51,9+ years,Yes
6000,Credit card refinancing,25.09,2 years,Yes
25000,Debt consolidation,25.01,1 year,Yes
2800,Home improvement,31.48,9+ years,Yes
20000,Home improvement,31.41,9+ years,Yes
10000,Credit card refinancing,8.24,4 years,Yes
20000,Debt consolidation,4.16,6 years,Yes
16000,Credit card refinancing,5.38,9+ years,Yes
10000,Debt consolidation,22.06,9+ years,Yes
12000,Credit card refinancing,2.94,1 year,Yes
5000,Debt consolidation,14.08,9+ years,Yes
40000,Credit card refinancing,25.02,< 1 year,Yes
20000,Debt consolidation,13.68,9+ years,Yes
18000,Debt consolidation,23.2,4 years,Yes
25000,Debt consolidation,14.51,9+ years,Yes
21000,Debt consolidation,23.83,1 year,Yes
10000,Debt consolidation,3.95,9+ years,Yes
3000,Debt consolidation,22.8,9+ years,Yes
20000,Credit card refinancing,18.79,1 year,Yes
15000,Credit card refinancing,32.3,3 years,Yes
11000,Credit card refinancing,39.38,< 1 year,Yes
20000,Debt consolidation,16.1,6 years,Yes
10000,Debt consolidation,8.62,5 years,Yes
2650,Debt consolidation,2.91,1 year,Yes
18000,Debt consolidation,9.95,6 years,Yes
8100,Debt consolidation,5.04,1 year,Yes
10000,Credit card refinancing,11.31,6 years,Yes
5000,Debt consolidation,33.07,8 years,Yes
18000,Credit card refinancing,17.25,9+ years,Yes
16000,Credit card refinancing,10.78,9+ years,Yes
12000,Debt consolidation,28.83,8 years,Yes
12000,Credit card refinancing,6.46,3 years,Yes
33000,Debt consolidation,35.66,1 year,Yes
32450,Debt consolidation,31.96,9+ years,Yes
5000,Debt consolidation,3.08,9+ years,Yes
9100,Debt consolidation,33.68,7 years,Yes
3500,Other,35.32,2 years,Yes
15000,Debt consolidation,6.91,6 years,Yes
4000,Debt consolidation,22.42,1 year,Yes
8000,Debt consolidation,34.71,6 years,Yes
32000,Debt consolidation,28.54,< 1 year,Yes
16000,Credit card refinancing,30.18,1 year,Yes
3000,Debt consolidation,39.8,4 years,Yes
10000,Debt consolidation,24.87,1 year,Yes
16000,Debt consolidation,18.2,1 year,Yes
26000,Debt consolidation,17.42,1 year,Yes
11000,Credit card refinancing,10.72,< 1 year,Yes
18000,Debt consolidation,14.58,3 years,Yes
10000,Debt consolidation,12.03,9+ years,Yes
6000,Debt consolidation,19.39,8 years,Yes
28000,Debt consolidation,31.54,< 1 year,Yes
12000,Debt consolidation,20.1,2 years,Yes
3000,Debt consolidation,38.11,7 years,Yes
10000,Credit card refinancing,16.06,< 1 year,Yes
2500,Medical expenses,6.72,9+ years,Yes
15000,Debt consolidation,6.97,3 years,Yes
30000,Debt consolidation,24.13,9+ years,Yes
6000,Credit card refinancing,31.11,< 1 year,Yes
10000,Debt consolidation,18.04,7 years,Yes
13000,Debt consolidation,27.99,9+ years,Yes
20000,Debt consolidation,28.92,9+ years,Yes
3000,Debt consolidation,6.08,3 years,Yes
11000,Credit card refinancing,20.1,6 years,Yes
12000,Debt consolidation,6.82,5 years,Yes
28000,Credit card refinancing,16.72,< 1 year,Yes
30000,Debt consolidation,8.23,< 1 year,Yes
7000,Credit card refinancing,10.4,2 years,Yes
3000,Debt consolidation,8.08,9+ years,Yes
13500,Debt consolidation,14.48,9+ years,Yes
10000,Debt consolidation,12.6,< 1 year,Yes
20000,Debt consolidation,11.57,< 1 year,Yes
20000,Debt consolidation,31.02,9+ years,Yes
30000,Debt consolidation,11.14,9+ years,Yes
10000,Debt consolidation,25.23,8 years,Yes
10000,Debt consolidation,6.46,7 years,Yes
20000,Credit card refinancing,6.8,< 1 year,Yes
29000,Debt consolidation,8.57,4 years,Yes
30000,Debt consolidation,13.74,5 years,Yes
17000,Home improvement,16.01,5 years,Yes
10000,Credit card refinancing,10.05,9+ years,Yes
32000,Debt consolidation,11.36,8 years,Yes
4800,Debt consolidation,7.15,< 1 year,Yes
7000,Major purchase,22.92,1 year,Yes
24000,Debt consolidation,26.46,5 years,Yes
12000,Debt consolidation,20.99,3 years,Yes
25000,Debt consolidation,17.12,4 years,Yes
37000,Credit card refinancing,27.03,5 years,Yes
25000,Credit card refinancing,31.52,6 years,Yes
25500,Debt consolidation,1.97,< 1 year,Yes
35000,Debt consolidation,11.42,2 years,Yes
11500,Debt consolidation,28.47,9+ years,Yes
7000,Major purchase,15.53,9+ years,Yes
10000,Credit card refinancing,23.86,9+ years,Yes
18000,Debt consolidation,15.44,5 years,Yes
20000,Credit card refinancing,15.47,3 years,Yes
16000,Credit card refinancing,25.76,3 years,Yes
35000,Debt consolidation,14.17,9+ years,Yes
23500,Debt consolidation,13.66,9+ years,Yes
12000,Debt consolidation,13.1,9+ years,Yes
35000,Debt consolidation,22.8,< 1 year,Yes
13200,Home improvement,3.31,2 years,Yes
7000,Credit card refinancing,24.59,< 1 year,Yes
40000,Credit card refinancing,24.31,6 years,Yes
15000,Debt consolidation,4.46,9+ years,Yes
12000,Debt consolidation,26.44,2 years,Yes
30000,Debt consolidation,10.99,< 1 year,Yes
25000,Debt consolidation,11.2,< 1 year,Yes
20000,Debt consolidation,19.03,9+ years,Yes
7000,Home buying,28.08,2 years,Yes
32000,Debt consolidation,33.39,9+ years,Yes
16000,Debt consolidation,39.15,9+ years,Yes
6000,Credit card refinancing,25.85,3 years,Yes
3600,Other,11.35,9+ years,Yes
12000,Debt consolidation,24.59,1 year,Yes
10000,Home improvement,11.92,6 years,Yes
5000,Debt consolidation,8.81,4 years,Yes
8000,Debt consolidation,12,7 years,Yes
24000,Debt consolidation,22.89,9+ years,Yes
10000,Credit card refinancing,11.71,5 years,Yes
25000,Credit card refinancing,20.09,1 year,Yes
17000,Debt consolidation,20.39,9+ years,Yes
15000,Debt consolidation,21.08,7 years,Yes
24000,Credit card refinancing,31.4,< 1 year,Yes
21000,Debt consolidation,18.86,3 years,Yes
10000,Debt consolidation,20.67,9+ years,Yes
15000,Debt consolidation,12.08,6 years,Yes
6000,Credit card refinancing,23.24,9+ years,Yes
20000,Debt consolidation,16.58,5 years,Yes
10000,Debt consolidation,16.4,2 years,Yes
24000,Credit card refinancing,36.76,1 year,Yes
8000,Debt consolidation,25.88,3 years,Yes
3000,Other,12.1,5 years,Yes
17000,Debt consolidation,33.99,< 1 year,Yes
16000,Major purchase,10.18,7 years,Yes
20000,Debt consolidation,11.18,9+ years,Yes
5000,Debt consolidation,27.57,< 1 year,Yes
20000,Debt consolidation,19.73,9+ years,Yes
12800,Debt consolidation,23.89,< 1 year,Yes
13000,Credit card refinancing,25.9,< 1 year,Yes
9000,Debt consolidation,28.05,< 1 year,Yes
5100,Credit card refinancing,13.58,9+ years,Yes
20000,Debt consolidation,17.22,9+ years,Yes
30000,Debt consolidation,21.29,9+ years,Yes
20000,Credit card refinancing,10.98,9+ years,Yes
25000,Debt consolidation,10.1,9+ years,Yes
25000,Debt consolidation,29.21,9+ years,Yes
30000,Debt consolidation,18.71,5 years,Yes
40000,Debt consolidation,4.43,7 years,Yes
25000,Credit card refinancing,37.05,2 years,Yes
8000,Home improvement,0.56,9+ years,Yes
6000,Debt consolidation,21.89,< 1 year,Yes
19275,Debt consolidation,11.98,2 years,Yes
10000,Credit card refinancing,12.65,2 years,Yes
39500,Debt consolidation,10.05,< 1 year,Yes
10000,Debt consolidation,24.71,9+ years,Yes
15000,Major purchase,6.14,9+ years,Yes
16000,Debt consolidation,9.53,2 years,Yes
25000,Debt consolidation,15.12,8 years,Yes
10000,Credit card refinancing,26.88,4 years,Yes
6000,Credit card refinancing,28.22,5 years,Yes
25000,Debt consolidation,18.57,9+ years,Yes
20000,Debt consolidation,38.64,9+ years,Yes
7000,Credit card refinancing,27.28,4 years,Yes
15000,Credit card refinancing,21.21,7 years,Yes
4000,Business,24.91,9+ years,Yes
25000,Credit card refinancing,17.18,5 years,Yes
10000,Major purchase,21.23,< 1 year,Yes
34000,Debt consolidation,18.67,9+ years,Yes
10000,Home improvement,19.86,1 year,Yes
26000,Credit card refinancing,16.56,3 years,Yes
20000,Debt consolidation,17.72,9+ years,Yes
5000,Debt consolidation,21.55,3 years,Yes
10000,Debt consolidation,26.22,5 years,Yes
3000,Home improvement,21.7,9+ years,Yes
3275,Other,19.82,4 years,Yes
10000,Credit card refinancing,8.11,3 years,Yes
10000,Home improvement,16.41,< 1 year,Yes
20000,Debt consolidation,15.46,< 1 year,Yes
40000,Debt consolidation,20.31,< 1 year,Yes
10000,Debt consolidation,12.67,< 1 year,Yes
15000,Home improvement,14.93,< 1 year,Yes
12600,Debt consolidation,7.14,6 years,Yes
11000,Debt consolidation,28.38,9+ years,Yes
23000,Debt consolidation,19.9,2 years,Yes
5000,Debt consolidation,11.86,9+ years,Yes
20000,Credit card refinancing,5.45,6 years,Yes
20000,Credit card refinancing,27.52,9+ years,Yes
30000,Credit card refinancing,18.36,9+ years,Yes
26000,Credit card refinancing,13.98,2 years,Yes
40000,Debt consolidation,8.2,9+ years,Yes
5000,Credit card refinancing,27.36,5 years,Yes
16000,Debt consolidation,26.04,1 year,Yes
23000,Debt consolidation,36.16,9+ years,Yes
7200,Credit card refinancing,31.31,9+ years,Yes
15400,Debt consolidation,19.61,3 years,Yes
4500,Home buying,30.29,2 years,Yes
6000,Home improvement,11.02,9+ years,Yes
11200,Credit card refinancing,19.84,4 years,Yes
